drug_name,target,ChemicalStructure
Resveratrol,Peroxisome proliferator-activated receptor alpha,OC1=CC=C(\C=C\C2=CC(O)=CC(O)=C2)C=C1
Resveratrol,Peroxisome proliferator-activated receptor gamma,OC1=CC=C(\C=C\C2=CC(O)=CC(O)=C2)C=C1
Resveratrol,RAC-alpha serine/threonine-protein kinase,OC1=CC=C(\C=C\C2=CC(O)=CC(O)=C2)C=C1
Resveratrol,Far upstream element-binding protein 2,OC1=CC=C(\C=C\C2=CC(O)=CC(O)=C2)C=C1
Resveratrol,"Tyrosine--tRNA ligase, cytoplasmic",OC1=CC=C(\C=C\C2=CC(O)=CC(O)=C2)C=C1
Retapamulin,50S ribosomal protein L3,[H][C@]12CC[C@]([H])(C[C@]([H])(C1)SCC(=O)O[C@]1([H])C[C@@](C)(C=C)[C@@]([H])(O)[C@]([H])(C)[C@]34CCC(=O)[C@@]3([H])[C@@]1(C)[C@]([H])(C)CC4)N2C
Reteplase,Plasminogen,
Reteplase,Fibrinogen alpha chain,
Reteplase,Urokinase plasminogen activator surface receptor,
Reteplase,Plasminogen activator inhibitor 1,
Revefenacin,Muscarinic acetylcholine receptor M1,CN(CCN1CCC(CC1)OC(=O)NC1=CC=CC=C1C1=CC=CC=C1)C(=O)C1=CC=C(CN2CCC(CC2)C(N)=O)C=C1
Revefenacin,Muscarinic acetylcholine receptor M2,CN(CCN1CCC(CC1)OC(=O)NC1=CC=CC=C1C1=CC=CC=C1)C(=O)C1=CC=C(CN2CCC(CC2)C(N)=O)C=C1
Revefenacin,Muscarinic acetylcholine receptor M3,CN(CCN1CCC(CC1)OC(=O)NC1=CC=CC=C1C1=CC=CC=C1)C(=O)C1=CC=C(CN2CCC(CC2)C(N)=O)C=C1
Revefenacin,Muscarinic acetylcholine receptor M4,CN(CCN1CCC(CC1)OC(=O)NC1=CC=CC=C1C1=CC=CC=C1)C(=O)C1=CC=C(CN2CCC(CC2)C(N)=O)C=C1
Revefenacin,Muscarinic acetylcholine receptor M5,CN(CCN1CCC(CC1)OC(=O)NC1=CC=CC=C1C1=CC=CC=C1)C(=O)C1=CC=C(CN2CCC(CC2)C(N)=O)C=C1
Reversin 121,Multidrug resistance protein 1,CC(C)(C)OC(=O)N[C@@H](CC(=O)OCC1=CC=CC=C1)C(=O)N[C@@H](CCCCNC(=O)OCC1=CC=CC=C1)C(=O)OC(C)(C)C
Rhamnose,L-rhamnose isomerase,[H][C@@](C)(O)[C@]([H])(O)[C@@]([H])(O)[C@@]([H])(O)C=O
Rhein,Oxysterols receptor LXR-alpha,OC(=O)C1=CC2=C(C(O)=C1)C(=O)C1=C(C=CC=C1O)C2=O
Rhein,Oxysterols receptor LXR-beta,OC(=O)C1=CC2=C(C(O)=C1)C(=O)C1=C(C=CC=C1O)C2=O
Rhein,Arachidonate 5-lipoxygenase,OC(=O)C1=CC2=C(C(O)=C1)C(=O)C1=C(C=CC=C1O)C2=O
Rhodamine 6G,HTH-type transcriptional regulator QacR,[Cl-].CCNC1=CC2=[O+]C3=C(C=C(C)C(NCC)=C3)C(C3=CC=CC=C3C(=O)OCC)=C2C=C1C
Rhodamine 6G,Multidrug efflux pump subunit AcrB,[Cl-].CCNC1=CC2=[O+]C3=C(C=C(C)C(NCC)=C3)C(C3=CC=CC=C3C(=O)OCC)=C2C=C1C
Ribavirin,Inosine-5'-monophosphate dehydrogenase 1,NC(=O)C1=NN(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
Ribavirin,RNA-directed RNA polymerase L,NC(=O)C1=NN(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
Ribavirin,Inosine-5'-monophosphate dehydrogenase 2,NC(=O)C1=NN(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
Ribavirin,RNA-directed RNA polymerase catalytic subunit,NC(=O)C1=NN(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
Ribavirin,Cytosolic purine 5'-nucleotidase,NC(=O)C1=NN(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
Ribavirin,Ectonucleotide pyrophosphatase/phosphodiesterase family member 1,NC(=O)C1=NN(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
Ribavirin,Genome polyprotein,NC(=O)C1=NN(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
Ribociclib,Cyclin-dependent kinase 4,CN(C)C(=O)C1=CC2=CN=C(NC3=CC=C(C=N3)N3CCNCC3)N=C2N1C1CCCC1
Ribociclib,Cyclin-dependent kinase 6,CN(C)C(=O)C1=CC2=CN=C(NC3=CC=C(C=N3)N3CCNCC3)N=C2N1C1CCCC1
Riboflavin,Riboflavin kinase,CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1
Riboflavin,Riboflavin synthase,CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1
Riboflavin,Flavin reductase (NADPH),CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1
Ribose-1-Phosphate,Purine nucleoside phosphorylase,OC[C@H]1O[C@H](OP(O)(O)=O)[C@H](O)[C@@H]1O
Ribose-1-Phosphate,Uridine phosphorylase,OC[C@H]1O[C@H](OP(O)(O)=O)[C@H](O)[C@@H]1O
Ribose-5-phosphate,2-dehydro-3-deoxyphosphooctonate aldolase,[H][C@@](O)(COP(O)(O)=O)[C@@]([H])(O)[C@@]([H])(O)C=O
Ribose-5-phosphate,Ribose-5-phosphate isomerase A,[H][C@@](O)(COP(O)(O)=O)[C@@]([H])(O)[C@@]([H])(O)C=O
Ribose-5-phosphate,ADP-ribose pyrophosphatase,[H][C@@](O)(COP(O)(O)=O)[C@@]([H])(O)[C@@]([H])(O)C=O
Ribostamycin,30S ribosomal protein S12,[H][C@@]1(O[C@@H]2[C@@H](O)[C@H](N)C[C@H](N)[C@H]2O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2N)O[C@H](CO)[C@@H](O)[C@H]1O
Ribostamycin,Protein disulfide-isomerase,[H][C@@]1(O[C@@H]2[C@@H](O)[C@H](N)C[C@H](N)[C@H]2O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2N)O[C@H](CO)[C@@H](O)[C@H]1O
Ribostamycin,Aminoglycoside 2'-N-acetyltransferase,[H][C@@]1(O[C@@H]2[C@@H](O)[C@H](N)C[C@H](N)[C@H]2O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2N)O[C@H](CO)[C@@H](O)[C@H]1O
Ribostamycin,Aminoglycoside N(6')-acetyltransferase type 1,[H][C@@]1(O[C@@H]2[C@@H](O)[C@H](N)C[C@H](N)[C@H]2O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2N)O[C@H](CO)[C@@H](O)[C@H]1O
Ribulose-5-Phosphate,3-keto-L-gulonate-6-phosphate decarboxylase UlaD,OCC(=O)[C@@H](O)[C@H](O)COP(O)(O)=O
Ricinoleic Acid,Cannabinoid receptor 1,[H]\C(CCCCCCCC(O)=O)=C(/[H])C[C@]([H])(O)CCCCCC
Ricinoleic Acid,Cannabinoid receptor 2,[H]\C(CCCCCCCC(O)=O)=C(/[H])C[C@]([H])(O)CCCCCC
Ricinoleic Acid,Transient receptor potential cation channel subfamily V member 1,[H]\C(CCCCCCCC(O)=O)=C(/[H])C[C@]([H])(O)CCCCCC
Ridaforolimus,Serine/threonine-protein kinase mTOR,CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)OC)CC[C@H]1OP(C)(C)=O
Ridogrel,Thromboxane A2 receptor,OC(=O)CCCCO\N=C(\C1=CN=CC=C1)C1=CC(=CC=C1)C(F)(F)F
Ridogrel,Thromboxane-A synthase,OC(=O)CCCCO\N=C(\C1=CN=CC=C1)C1=CC(=CC=C1)C(F)(F)F
Rifabutin,DNA-directed RNA polymerase subunit alpha,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(=O)C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)=C1NC3(CCN(CC3)CC(C)C)N=C21
Rifabutin,DNA-directed RNA polymerase subunit beta,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(=O)C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)=C1NC3(CCN(CC3)CC(C)C)N=C21
Rifabutin,DNA-directed RNA polymerase subunit beta',CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(=O)C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)=C1NC3(CCN(CC3)CC(C)C)N=C21
Rifabutin,Heat shock protein HSP 90-alpha,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(=O)C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)=C1NC3(CCN(CC3)CC(C)C)N=C21
Rifabutin,Endoplasmin,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(=O)C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)=C1NC3(CCN(CC3)CC(C)C)N=C21
Rifalazil,DNA-directed RNA polymerase subunit beta,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C)C(O)=C4C(=O)C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)=C1OC5=C(N=C1C4=C3C2=O)C(O)=CC(=C5)N1CCN(CC(C)C)CC1
Rifampicin,DNA-directed RNA polymerase subunit beta,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(O)C(\C=N\N4CCN(C)CC4)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(O)=C2C(O)=C3C
Rifampicin,DNA-directed RNA polymerase subunit beta',CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(O)C(\C=N\N4CCN(C)CC4)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(O)=C2C(O)=C3C
Rifampicin,Nuclear receptor subfamily 1 group I member 2,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(O)C(\C=N\N4CCN(C)CC4)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(O)=C2C(O)=C3C
Rifampicin,Solute carrier organic anion transporter family member 1B1,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(O)C(\C=N\N4CCN(C)CC4)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(O)=C2C(O)=C3C
Rifampicin,Solute carrier organic anion transporter family member 1A2,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(O)C(\C=N\N4CCN(C)CC4)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(O)=C2C(O)=C3C
Rifampicin,Solute carrier organic anion transporter family member 1B3,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(O)C(\C=N\N4CCN(C)CC4)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(O)=C2C(O)=C3C
Rifampicin,Lanosterol 14-alpha demethylase,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(O)C(\C=N\N4CCN(C)CC4)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(O)=C2C(O)=C3C
Rifampicin,Serum albumin,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(O)C(\C=N\N4CCN(C)CC4)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(O)=C2C(O)=C3C
Rifampicin,Solute carrier organic anion transporter family member 2B1,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(O)C(\C=N\N4CCN(C)CC4)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(O)=C2C(O)=C3C
Rifamycin,DNA-directed RNA polymerase subunit beta,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(O)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C=C2O
Rifamycin,DNA-directed RNA polymerase subunit alpha,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(O)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C=C2O
Rifamycin,DNA-directed RNA polymerase subunit beta',CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(O)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C=C2O
Rifapentine,DNA-directed RNA polymerase subunit beta',CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(O)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(\C=N\N1CCN(CC1)C1CCCC1)=C2O
Rifaximin,DNA-directed RNA polymerase subunit beta,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C)C(O)=C4C(O)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C1=C(N=C5C=C(C)C=CN15)C4=C3C2=O
Rifaximin,Nuclear receptor subfamily 1 group I member 2,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C)C(O)=C4C(O)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C1=C(N=C5C=C(C)C=CN15)C4=C3C2=O
Rilapladib,Platelet-activating factor acetylhydrolase,COCCN1CCC(CC1)N(CC1=CC=C(C=C1)C1=CC=C(C=C1)C(F)(F)F)C(=O)CN1C(SCC2=C(F)C(F)=CC=C2)=CC(=O)C2=C1C=CC=C2
Rilmenidine,Alpha-2A adrenergic receptor,C1CC1C(NC1=NCCO1)C1CC1
Rilonacept,Interleukin-1 beta,
Rilonacept,Interleukin-1 alpha,
Rilonacept,Interleukin-1 receptor antagonist protein,
Rilpivirine,Reverse transcriptase/RNaseH,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1
Rilpivirine,Nuclear receptor subfamily 1 group I member 2,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1
Riluzole,Sodium channel protein type 5 subunit alpha,NC1=NC2=C(S1)C=C(OC(F)(F)F)C=C2
Riluzole,Cystine/glutamate transporter,NC1=NC2=C(S1)C=C(OC(F)(F)F)C=C2
Rimantadine,Matrix protein 2,CC(N)C12CC3CC(CC(C3)C1)C2
Rimexolone,Glucocorticoid receptor,[H][C@@]12C[C@@H](C)[C@](C)(C(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
Rimonabant,Cannabinoid receptor 1,CC1=C(N(N=C1C(=O)NN1CCCCC1)C1=C(Cl)C=C(Cl)C=C1)C1=CC=C(Cl)C=C1
Rimonabant,G-protein coupled receptor 55,CC1=C(N(N=C1C(=O)NN1CCCCC1)C1=C(Cl)C=C(Cl)C=C1)C1=CC=C(Cl)C=C1
Rindopepimut,Epidermal growth factor receptor,
Riociguat,Guanylate cyclase soluble subunit alpha-2,COC(=O)N(C)C1=C(N)N=C(N=C1N)C1=NN(CC2=C(F)C=CC=C2)C2=C1C=CC=N2
Ripasudil,Rho-associated protein kinase 1,C[C@H]1CNCCCN1S(=O)(=O)C1=C2C(F)=CN=CC2=CC=C1
Ripasudil,Rho-associated protein kinase 2,C[C@H]1CNCCCN1S(=O)(=O)C1=C2C(F)=CN=CC2=CC=C1
Risankizumab,Interleukin-12 subunit beta,
Risankizumab,Interleukin-23 subunit alpha,
Risedronic acid,Farnesyl pyrophosphate synthase,OC(CC1=CN=CC=C1)(P(O)(O)=O)P(O)(O)=O
Risperidone,5-hydroxytryptamine receptor 2A,CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCCC2=N1
Risperidone,D(2) dopamine receptor,CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCCC2=N1
Risperidone,D(3) dopamine receptor,CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCCC2=N1
Risperidone,D(4) dopamine receptor,CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCCC2=N1
Risperidone,Alpha-1A adrenergic receptor,CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCCC2=N1
Risperidone,Alpha-1B adrenergic receptor,CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCCC2=N1
Risperidone,5-hydroxytryptamine receptor 1D,CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCCC2=N1
Risperidone,Histamine H1 receptor,CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCCC2=N1
Risperidone,Alpha-2A adrenergic receptor,CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCCC2=N1
Risperidone,Alpha-2B adrenergic receptor,CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCCC2=N1
Risperidone,Alpha-2C adrenergic receptor,CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCCC2=N1
Risperidone,5-hydroxytryptamine receptor 2C,CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCCC2=N1
Risperidone,5-hydroxytryptamine receptor 1A,CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCCC2=N1
Risperidone,D(1A) dopamine receptor,CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCCC2=N1
Risperidone,5-hydroxytryptamine receptor 7,CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCCC2=N1
Ritanserin,5-hydroxytryptamine receptor 2A,CC1=C(CCN2CCC(CC2)=C(C2=CC=C(F)C=C2)C2=CC=C(F)C=C2)C(=O)N2C=CSC2=N1
Ritodrine,Beta-2 adrenergic receptor,C[C@H](NCCC1=CC=C(O)C=C1)[C@H](O)C1=CC=C(O)C=C1
Ritonavir,Pol polyprotein,CC(C)[C@H](NC(=O)N(C)CC1=CSC(=N1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)OCC1=CN=CS1)CC1=CC=CC=C1
Ritonavir,Nuclear receptor subfamily 1 group I member 2,CC(C)[C@H](NC(=O)N(C)CC1=CSC(=N1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)OCC1=CN=CS1)CC1=CC=CC=C1
Rituximab,B-lymphocyte antigen CD20,
Rivanicline,Neuronal acetylcholine receptor subunit beta-2,CNCC\C=C\C1=CN=CC=C1
Rivanicline,Interleukin-8,CNCC\C=C\C1=CN=CC=C1
Rivaroxaban,Coagulation factor X,ClC1=CC=C(S1)C(=O)NC[C@H]1CN(C(=O)O1)C1=CC=C(C=C1)N1CCOCC1=O
Rivastigmine,Acetylcholinesterase,CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C
Rivastigmine,Cholinesterase,CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C
Rizatriptan,5-hydroxytryptamine receptor 1F,CN(C)CCC1=CNC2=C1C=C(CN1C=NC=N1)C=C2
Rizatriptan,5-hydroxytryptamine receptor 1D,CN(C)CCC1=CNC2=C1C=C(CN1C=NC=N1)C=C2
Rizatriptan,5-hydroxytryptamine receptor 1B,CN(C)CCC1=CNC2=C1C=C(CN1C=NC=N1)C=C2
Robalzotan,5-hydroxytryptamine receptor 1A,NC(=O)C1=C2C[C@H](COC2=C(F)C=C1)N(C1CCC1)C1CCC1
Robenacoxib,Cyclooxygenase 2,CCC1=CC(CC(O)=O)=C(NC2=C(F)C(F)=CC(F)=C2F)C=C1
Rociverine,Muscarinic acetylcholine receptor M1,CCN(CC)CC(C)OC(=O)[C@H]1CCCC[C@]1(O)C1CCCCC1
Rociverine,Muscarinic acetylcholine receptor M2,CCN(CC)CC(C)OC(=O)[C@H]1CCCC[C@]1(O)C1CCCCC1
Rociverine,Muscarinic acetylcholine receptor M3,CCN(CC)CC(C)OC(=O)[C@H]1CCCC[C@]1(O)C1CCCCC1
Rociverine,Muscarinic acetylcholine receptor M4,CCN(CC)CC(C)OC(=O)[C@H]1CCCC[C@]1(O)C1CCCCC1
Rociverine,Muscarinic acetylcholine receptor M5,CCN(CC)CC(C)OC(=O)[C@H]1CCCC[C@]1(O)C1CCCCC1
Rocuronium,Muscarinic acetylcholine receptor M2,[H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](O)[C@H](C[C@]12C)N1CCOCC1)[N+]1(CC=C)CCCC1
Rocuronium,Neuronal acetylcholine receptor subunit alpha-2,[H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](O)[C@H](C[C@]12C)N1CCOCC1)[N+]1(CC=C)CCCC1
Rocuronium,5-hydroxytryptamine receptor 3A,[H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](O)[C@H](C[C@]12C)N1CCOCC1)[N+]1(CC=C)CCCC1
Rofecoxib,Prostaglandin G/H synthase 2,CS(=O)(=O)C1=CC=C(C=C1)C1=C(C(=O)OC1)C1=CC=CC=C1
Rofecoxib,Elastin,CS(=O)(=O)C1=CC=C(C=C1)C1=C(C(=O)OC1)C1=CC=CC=C1
Roflumilast,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",FC(F)OC1=C(OCC2CC2)C=C(C=C1)C(=O)NC1=C(Cl)C=NC=C1Cl
Roflumilast,"cAMP-specific 3',5'-cyclic phosphodiesterase 4A",FC(F)OC1=C(OCC2CC2)C=C(C=C1)C(=O)NC1=C(Cl)C=NC=C1Cl
Roflumilast,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D",FC(F)OC1=C(OCC2CC2)C=C(C=C1)C(=O)NC1=C(Cl)C=NC=C1Cl
Roflumilast,"cAMP-specific 3',5'-cyclic phosphodiesterase 4C",FC(F)OC1=C(OCC2CC2)C=C(C=C1)C(=O)NC1=C(Cl)C=NC=C1Cl
Rolicyclidine,"Glutamate receptor ionotropic, NMDA 3A",C1CCN(C1)C1(CCCCC1)C1=CC=CC=C1
Rolicyclidine,D(2) dopamine receptor,C1CCN(C1)C1(CCCCC1)C1=CC=CC=C1
Rolipram,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",COC1=C(OC2CCCC2)C=C(C=C1)C1CN=C(O)C1
Rolipram,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D",COC1=C(OC2CCCC2)C=C(C=C1)C1CN=C(O)C1
Rolitetracycline,30S ribosomal protein S9,[H][C@@]12C[C@@]3([H])C(C(=O)C4=C(O)C=CC=C4[C@@]3(C)O)=C(O)[C@]1(O)C(=O)C(C(=O)NCN1CCCC1)=C(O)[C@H]2N(C)C
Rolofylline,Adenosine receptor A1,CCCN1C2=C(NC(=N2)C23C[C@@H]4CC2C[C@H](C3)C4)C(=O)N(CCC)C1=O
Romidepsin,Histone deacetylase 1,C\C=C1/NC(=O)[C@H]2CSSCC\C=C\[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@@H](NC1=O)C(C)C
Romidepsin,Histone deacetylase 2,C\C=C1/NC(=O)[C@H]2CSSCC\C=C\[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@@H](NC1=O)C(C)C
Romidepsin,Histone deacetylase 4,C\C=C1/NC(=O)[C@H]2CSSCC\C=C\[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@@H](NC1=O)C(C)C
Romidepsin,Histone deacetylase 6,C\C=C1/NC(=O)[C@H]2CSSCC\C=C\[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@@H](NC1=O)C(C)C
Romidepsin,Multidrug resistance-associated protein 1,C\C=C1/NC(=O)[C@H]2CSSCC\C=C\[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@@H](NC1=O)C(C)C
Romiplostim,Thrombopoietin receptor,
Ronacaleret,Extracellular calcium-sensing receptor,CC(C)(CC1CC2=C(C1)C=CC=C2)NC[C@@H](O)COC1=CC(CCC(O)=O)=CC(F)=C1F
Ronacaleret,Adhesion G-protein coupled receptor F1,CC(C)(CC1CC2=C(C1)C=CC=C2)NC[C@@H](O)COC1=CC(CCC(O)=O)=CC(F)=C1F
Ropinirole,D(3) dopamine receptor,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1
Ropinirole,D(4) dopamine receptor,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1
Ropinirole,D(2) dopamine receptor,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1
